#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,false,false,false,false,false,false
#default,_result,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,name,path,pid,tid
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:24:46.728696335Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.command.trace,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:24:46.759301093Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/variants.bed,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:24:46.762723393Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/variants.slop.bed,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:24:47.103260458Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/nCoV-2019.reference.fasta.fai,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:24:47.177988758Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome.11134332849576591529.bam,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:24:47.191403381Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome.11134332849576591529.bai,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:25:01.568059098Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome.16267658481573198212.bam,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:25:01.572102648Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome.16267658481573198212.bai,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:25:15.340713152Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome.1625829937559429780.SAMPLE_06.vcf.gz,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:25:15.344478063Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome1119402357576180537makeTabixIndex.tmp.gz,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:25:15.369676466Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome1119402357576180537makeTabixIndex.tmp.gz.tbi,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:25:15.373113957Z,DELETE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome.1625829937559429780.SAMPLE_06.vcf.gz,3447835,1637
,,0,2024-01-24T01:52:35.895568295Z,2024-02-23T01:52:35.895568295Z,2024-02-21T23:25:15.37755428Z,CREATE,file_event,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SAMPLE_06) (1637),/home/jfechner/test-nfcore-workflows/profile_test_full/viralrecon/work/7c/36c69a3ddda7b0d413300bde6932a5/.asciigenome.16313875192391714976.nCoV-2019.primer.bed.gz,3447835,1637
